UI Name,Graphic Name,loc x (across),loc y (down),Sticky (0/1/2),Button Sound,Unit Sound,Normal (across),Normal (down),Highlighted (across),Highlighted (down),gray (across),gray (down),Active (across),Active (down),mod left,mod top,mod right,mod bottom,func,func2,text,Special,Show Condition,Highlight Condition,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,790,711,,,,4,12,4,14,4,12,4,13,0,0,0,0,setammo:Solid,,Use Solid Shot,,,#artyammo == 3,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,818,711,,,,7,12,7,14,7,12,7,13,0,0,0,0,setammo:Shell,,Use Shell,,,#artyammo == 1,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,846,711,,,,5,12,5,14,5,12,5,13,0,0,0,0,setammo:Shrapnel,,Use Shrapnel,,,#artyammo == 2,#artyammo == 3,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,874,711,,,,6,12,6,14,6,12,6,13,0,0,0,0,setammo:Canister,,Use Canister,,,#artyammo == 0,#artyammo == 1,,,,,
,GUI_LVL6_Art,GFX_MS_AmmoSel,635,690,,,,0,0,1,0,0,0,0,0,0,0,0,0,setammo:Solid,,Use Solid Shot,,,#artyammo == 2,,,,,
,GUI_LVL6_Art,GFX_MS_AmmoSel,635,690,,,,0,1,1,1,0,1,0,1,0,0,0,0,setammo:Shell,,Use Shell,,,#artyammo == 0,,,,,
,GUI_LVL6_Art,GFX_MS_AmmoSel,635,690,,,,0,2,1,2,0,2,0,2,0,0,0,0,setammo:Shrapnel,,Use Shrapnel,,,,,,,,
,GUI_LVL6_Art,GFX_MS_AmmoSel,635,690,,,,0,3,1,3,0,3,0,3,0,0,0,0,setammo:Canister,,Use Canister,,,,,,,,
GUI_LVL6_Art,GFX_MS_Solid,635,690,,,,0,0,1,0,0,0,2,0,0,0,0,0,setammo:Solid,,,,,#artyammo == 3,,,,,,
GUI_LVL6_Art,GFX_MS_Shell,635,710,,,,0,0,1,0,0,0,2,0,0,0,0,0,setammo:Shell,,,,,#artyammo == 1,,,,,,
GUI_LVL6_Art,GFX_MS_Shrapnel,635,727,,,,0,0,1,0,0,0,2,0,0,0,0,0,setammo:Shrapnel,,,,,#artyammo == 2,,,,,,
GUI_LVL6_Art,GFX_MS_Canister,635,744,,,,0,0,1,0,0,0,2,0,0,0,0,0,setammo:Canister,,,,,#artyammo == 0,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,939,711,,,,0,6,0,8,0,6,0,7,0,0,0,0,takecommand,,Take Charge from AI,,,#takecomm == 1,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,995,711,,SFX_UI_Messenger,,6,6,6,8,6,6,6,7,0,0,0,0,loadscreen:SendCourier,,Send Message,,,,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,790,739,,,,8,12,8,14,8,12,8,13,0,0,0,0,artyfirehold,,Hold Fire,,,#artyfire == 3,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,818,739,,,,12,13,12,15,12,13,12,14,0,0,0,0,getaway,,Short Retreat,,,,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,846,739,,,,2,12,2,14,2,12,2,13,0,0,0,0,fallback,,Withdraw by Recoil,,,#regstate == 9,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,874,739,,,,3,12,3,14,3,12,3,13,0,0,0,0,retreat,,Retreat,,,#regstate == 10,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,939,739,,SFX_UI_GotoSel,,4,6,4,8,4,6,4,7,0,0,0,0,gotosel,,Go to the Selected Unit,,,,,,,,,
GUI_LVL6_Art,GFX_BS_Buttons,995,739,,SFX_UI_Messenger,,7,6,7,8,7,6,7,7,0,0,0,0,loadscreen:MessageLog,,Read Messages,,,,,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,790,655,,,SFX_UI_WheelLeft,0,0,0,2,0,0,0,1,0,0,0,0,wheelleft,,Wheel Left,,,#useroads == 1,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,818,655,,,SFX_UI_WheelRight,1,0,1,2,1,0,1,1,0,0,0,0,wheelright,,Wheel Right,,,#regstate == 1,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,846,655,,,,13,0,13,2,13,0,13,1,0,0,0,0,forcepath,marchmusic,Use Roads,,,,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,790,683,,,SFX_UI_StopVocal,11,0,11,2,11,0,11,1,0,0,0,0,stop,,Halt,,,#regstate == 5,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,818,683,,,SFX_UI_RiseUp,12,0,12,2,12,0,12,1,0,0,0,0,run,,Double Quick (Run/Gallop),,#regstate != 5,#artylimber > 1,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,818,683,,,SFX_UI_RiseUp,12,0,12,2,12,0,12,1,0,0,0,0,walk,,Normal Speed (Walk),,#regstate == 5,#artylimber < 2,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,939,683,,,,15,0,15,2,15,0,15,1,0,0,0,0,limber,,Unlimber the Gun,,,#takecomm == 1,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,967,683,,,,14,0,14,2,14,0,14,1,0,0,0,0,limber,,Limber the Gun,,,,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,939,711,,,,0,6,0,8,0,6,0,7,0,0,0,0,takecommand,,Take Charge from AI,,,#attached == 1,,,,,
,GUI_LVL6_Art_Move,GFX_BS_Buttons,939,739,,,SFX_UI_GotoSel,4,6,4,8,4,6,4,7,0,0,0,0,gotosel,,Go to the Selected Unit,,,#attached == 0,,,,,
,GUI_LVL6_Art_Orders,GFX_BS_Buttons,939,655,,,,9,6,9,8,9,6,9,7,0,0,0,0,attach,,Attach Gun,,,#takecomm == 1,,,,,
,GUI_LVL6_Art_Orders,GFX_BS_Buttons,967,655,,,SFX_UI_Click,10,6,10,8,10,6,10,7,0,0,0,0,detach,,Detach Gun,,,,,,,,
,GUI_LVL6_Art_Orders,GFX_BS_Buttons,939,711,,,,0,6,0,8,0,6,0,7,0,0,0,0,takecommand,,Take Charge from AI,,,#groupnum == 0,,,,,
,GUI_LVL6_Art_Orders,GFX_BS_Buttons,939,739,,,SFX_UI_GotoSel,4,6,4,8,4,6,4,7,0,0,0,0,gotosel,,Go to the Selected Unit,,,#groupnum == 1,,,,,
,GUI_LVL6_Art,GFX_Groups,905,655,,,SFX_UI_Combat,1,0,0,0,0,0,0,0,0,0,0,0,setgroup:0,,Combat,,,#groupnum == 2,,,,,
,GUI_LVL6_Art,GFX_Groups,905,693,,,SFX_UI_Move,1,1,0,1,0,0,0,1,0,0,0,0,setgroup:1,,Move,,,,,,,,
,GUI_LVL6_Art,GFX_Groups,905,731,,,SFX_UI_Orders,1,2,0,2,0,0,0,2,0,0,0,0,setgroup:2,,Orders,,,,,,,,
GUI_LVL6_Art,GFX_Ammo,521,683,,,,0,0,0,0,0,0,0,0,0,0,0,0,loadscreen:RangeTable:-1,,Weapon: $weapon - Range: #weaponmax yds - Ammo: Solid #artyammo4 / Shell #artyammo2 / Shrapnel #artyammo3 / Canister #artyammo1,,,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,349,656,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Visible to Enemy,,#visible == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,371,656,,,,6,0,6,0,0,0,6,0,0,0,0,0,,,Commander Bonus,,#leaderbonus != 0,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,393,656,,,,13,0,13,0,0,0,13,0,0,0,0,0,,,Follow Mode,,#followmode == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,371,678,,,,11,0,11,0,0,0,11,0,0,0,0,0,,,Defensive Terrain Bonus from $terrain,,#defbonus == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,393,678,,,,12,0,12,0,0,0,12,0,0,0,0,0,,,High Ground Bonus,,#elevbonus==1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,349,700,,,,3,0,3,0,0,0,3,0,0,0,0,0,,,Unit Resting,,#resting == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,371,700,,,,4,0,4,0,0,0,4,0,0,0,0,0,,,Unit Rallying,,#rallying == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,393,700,,,,9,0,9,0,0,0,9,0,0,0,0,0,,,Getting Flanked,,#flankfire == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,349,722,,,,1,0,1,0,0,0,1,0,0,0,0,0,,,A Target is Blocked,,#blocked != 0,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,371,722,,,,5,0,5,0,0,0,5,0,0,0,0,0,,,Shooting Over,,#shootover == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,349,678,,,,8,0,8,0,0,0,8,0,0,0,0,0,,,Limbering,,#artylimber == 1,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,349,678,,,,8,0,8,0,0,0,8,0,0,0,0,0,,,Unlimbering,,#artylimber == 3,,,,,,,
GUI_LVL6_Art,GFX_Status_Icons,393,722,,,,14,0,14,0,0,0,5,0,0,0,0,0,,,TCed Artillery,,#takecomm == 1,,,,,,,
GUI_CS_LVL6_Art,INHERIT,GUI_LVL6_Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL6_Art,GFX_Flags,0,652,,,,0,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL6_Art,INHERIT,GUI_LVL6_Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL6_Art,GFX_Flags,0,652,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL5_Art,GFX_MS_WideBackground,343,652,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL5_Art,GFX_MS_Buttons,521,654,,SFX_UI_Click,,-1,-1,0,0,-1,-1,0,0,0,0,0,0,loadscreen:InGameMenu,,Menu,,,,,,,,,
GUI_LVL5_Art,GFX_MS_Buttons,549,654,,SFX_UI_Map,,-1,-1,1,0,-1,-1,1,0,0,0,0,0,loadscreen:Map,,Map,,,,,,,,,
GUI_LVL5_Art,GFX_MS_Buttons,577,654,,SFX_UI_Messenger,,-1,-1,2,0,-1,-1,2,0,0,0,0,0,goto,,Go To Me,,,,,,,,,
GUI_LVL5_Art,GFX_MS_Buttons,605,654,,SFX_UI_Sword,,-1,-1,3,0,-1,-1,3,0,0,0,0,0,loadscreen:OOB:-1,,Order of Battle,,,,,,,,,
GUI_LVL5_Art,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_LVL5_Art,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,GUI_LVL5_Art,GFX_BS_Background,711,652,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
GUI_LVL5_Art,GROUP,GUI_LVL5_Art_Combat,,,SFX_UI_Combat,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL5_Art,GROUP,GUI_LVL5_Art_Move,,,SFX_UI_Move,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL5_Art,GROUP,GUI_LVL5_Art_Orders,,,SFX_UI_Orders,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,687,655,,,,14,3,14,5,14,3,14,4,13,0,0,0,moveformfwd:20:0,,Leader Advance 20 Yards,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,687,655,,,,14,3,14,5,14,3,14,4,0,0,-13,0,Aform:DRIL_Lvl5_Art_Line,Arun,Advance Line 20 Yards - Move Fast,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,712,655,,,,15,3,15,5,15,3,15,4,13,0,0,0,moveformfwd:50:0,,Leader Advance 50 Yards,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,712,655,,,,15,3,15,5,15,3,15,4,0,0,-13,0,Aform:DRIL_Lvl5_Art_Line,Arun,Advance Line 50 Yards - Move Fast,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,737,655,,,,16,3,16,5,16,3,16,4,0,0,0,0,Amovefwd:300:1,,Advance to Cover,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,763,655,,SFX_UI_WheelLeft,,18,0,18,2,18,0,18,1,13,0,0,0,wheelright:45,,Wheelright 45 Degrees,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,763,655,,SFX_UI_WheelLeft,,18,0,18,2,18,0,18,1,0,0,-13,0,wheelleft:45,,Wheelleft 45 Degrees,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,636,711,,,,13,13,13,14,13,13,13,13,0,0,0,0,Atcommon,,Take Charge Subordinates,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,661,711,,,,13,15,13,16,13,15,13,15,0,0,0,0,Atcommoff,,Take Charge Subordinates Off,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,636,739,,,,9,6,9,8,9,6,9,7,0,0,0,0,attach,,Attach Brigade,,,#attached == 1,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,661,739,,SFX_UI_Click,,10,6,10,8,10,6,10,7,0,0,0,0,detach,,Detach Brigade,,,#attached == 0,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,713,697,,SFX_UI_Click,,12,12,14,12,12,12,12,12,0,0,0,0,rankprev,,OOB Back,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,759,697,,SFX_UI_Click,,11,12,13,12,11,12,11,12,0,0,0,0,ranknext,,OOB Forward,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,736,684,,SFX_UI_Click,,14,13,14,14,14,13,14,13,0,0,0,0,rankup,,OOB Up,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,736,710,,SFX_UI_Click,,14,15,14,16,14,15,14,15,0,0,0,0,rankdown,,OOB Down,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,712,739,,SFX_UI_Click,,7,15,7,17,7,15,7,16,0,0,0,0,camfollow,,Follow - 2 Clicks Rotate 3 Release,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,737,739,,SFX_UI_Click,,15,16,15,17,15,16,15,16,0,0,0,0,Mmoveto,,Command Map,,,,,,,,,
GUI_LVL5_Art,GFX_BS_Buttons,762,739,,SFX_UI_Click,,4,15,4,17,4,15,4,16,0,0,0,0,zoom,,Zoom,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,790,655,,SFX_UI_WheelLeft,,0,0,0,2,0,0,0,1,0,0,0,0,wheelleft,,Wheel Left,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,818,655,,SFX_UI_WheelRight,,1,0,1,2,1,0,1,1,0,0,0,0,wheelright,,Wheel Right,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,846,655,,SFX_UI_WheelLeft,,0,12,0,14,0,12,0,13,0,0,0,0,Atarget,,Choose Battery Specific Target,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,874,655,,,,9,12,9,14,9,12,9,13,0,0,0,0,Aartyfireai,,AI Chooses Target,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,939,655,,,,13,0,13,2,13,0,13,1,0,0,0,0,Aforcepath,marchmusic,Use Roads,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,967,655,,,,11,3,11,5,11,3,11,4,0,0,0,0,Aform:DRIL_Lvl5_Art_ColumnbySection,,Column by Sections,,,#formnum == 49,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,995,655,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line,,Line,,,#formnum == 46,,,16,73,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1023,655,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_20yd,,Line (20yd spacing),,,#formnum == 45,,,20,74,1,0
,,995,655,,,,,,,,,,,,,,,,,,,,,,,,24,75,1,-1
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1023,655,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_20yd,,Line (20yd spacing),,,#formnum == 74,,,28,76,1,-2
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1023,683,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_24yd,,Line (24yd spacing),,,#formnum == 75,,,32,77,2,0
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1023,711,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_28yd,,Line (28yd spacing),,,#formnum == 76,,,36,78,2,-1
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1051,655,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_32yd,,Line (32yd spacing),,,#formnum == 77,,,40,79,2,-2
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1051,683,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_36yd,,Line (36yd spacing),,,#formnum == 78,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,1051,711,,,,8,3,8,5,8,3,8,4,0,0,0,0,Aform:DRIL_Lvl5_Art_Line_40yd,,Line (40yd spacing),,,#formnum == 79,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,790,683,,,,11,0,11,2,11,0,11,1,0,0,0,0,Astop,,Halt,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,818,683,,,,12,0,12,2,12,0,12,1,0,0,0,0,Arun,,Double Quick (Run/Gallop),,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,846,683,,,,1,12,1,14,1,12,1,13,0,0,0,0,Aartyfiretroops,,Target Infantry,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,874,683,,,,10,12,10,14,10,12,10,13,0,0,0,0,Aartyfirearty,,Target Artillery,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,939,683,,,,7,3,7,5,7,3,7,4,0,0,0,0,Aform:DRIL_Lvl5_Art_RoadColumn,,Road Column,,,#formnum == 49,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,967,683,,,,16,0,16,2,16,0,16,1,0,0,0,0,Aonlyunlimber,,Unlimber Battery,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,995,683,,,,17,0,17,2,17,0,17,1,0,0,0,0,Aonlylimber,,Limber Battery,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,790,711,,,,4,12,4,14,4,12,4,13,0,0,0,0,Asetammo:Solid,,Use Solid Shot,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,818,711,,,,7,12,7,14,7,12,7,13,0,0,0,0,Asetammo:Shell,,Use Shell,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,846,711,,,,5,12,5,14,5,12,5,13,0,0,0,0,Asetammo:Shrapnel,,Use Shrapnel,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,874,711,,,,6,12,6,14,6,12,6,13,0,0,0,0,Asetammo:Canister,,Use Cannister,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,939,711,,,,0,6,0,8,0,6,0,7,0,0,0,0,takecommand,,Take Charge from AI,,,#takecomm == 1,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,967,711,,SFX_UI_RiseUp,,2,6,2,8,2,6,2,7,0,0,0,0,run,,Leader Double Quick (Gallop),,#regstate != 5,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,967,711,,SFX_UI_RiseUp,,2,6,2,8,2,6,2,7,0,0,0,0,walk,,Leader Normal Speed (Walk),,#regstate == 5,#regstate == 5,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,790,739,,,,8,12,8,14,8,12,8,13,0,0,0,0,Aartyfirehold,,Hold Fire,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,846,739,,,,2,12,2,14,2,12,2,13,0,0,0,0,Afallback,,Withdraw by Recoil,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,818,739,,,,12,13,12,14,12,13,12,13,0,0,0,0,Agetaway,,Short Retreat,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,874,739,,,,3,12,3,14,3,12,3,13,0,0,0,0,Aretreat,,Retreat,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,939,739,,SFX_UI_GotoSel,,4,6,4,8,4,6,4,7,0,0,0,0,gotosel,,Go to the Selected Unit,,,,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,967,739,,SFX_UI_RiseUp,,1,6,1,8,1,6,1,7,0,0,0,0,stop,,Leader Halt,,,#regstate == 1,,,,,,
GUI_LVL5_Art_Combat,GFX_BS_Buttons,995,739,,,,3,6,3,8,3,6,3,7,0,0,0,0,forcepath,,Leader Use Roads,,,#useroads == 1,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,939,655,,,,9,6,9,8,9,6,9,7,0,0,0,0,attach,,Attach Battery,,,#attached == 1,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,967,655,,SFX_UI_Click,,10,6,10,8,10,6,10,7,0,0,0,0,detach,,Detach Battery,,,#attached == 0,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,995,655,,,,13,6,13,8,13,6,13,7,0,0,0,0,Aresupply,,Re-Supply,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,939,683,,,,11,6,11,8,11,6,11,7,0,0,0,0,joinbrig,,Attach Section,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,967,683,,SFX_UI_Click,,12,6,12,8,12,6,12,7,0,0,0,0,splitbrig:2,,Detach Section,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,995,683,,SFX_UI_Messenger,,6,6,6,8,6,6,6,7,0,0,0,0,loadscreen:SendCourier,,Send Message,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,790,711,,,,4,9,4,11,4,9,4,10,0,0,0,0,orders:blitz,,All out Attack,,,#ordernum == 6,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,818,711,,SFX_UI_Click,,5,9,5,11,5,9,5,10,0,0,0,0,orders:attack,,Attack,,,#ordernum == 5,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,846,711,,SFX_UI_Click,,6,9,6,11,6,9,6,10,0,0,0,0,orders:probe,,Probe,,,#ordernum == 4,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,874,711,,,,7,9,7,11,7,9,7,10,0,0,0,0,orders:none,,None,,,#ordernum == 0,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,939,711,,,,0,6,0,8,0,6,0,7,0,0,0,0,takecommand,,Take Charge from AI,,,#takecomm == 1,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,967,711,,,,3,15,3,17,3,15,3,16,0,0,0,0,Aattach,,Attach All Guns,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,995,711,,SFX_UI_Messenger,,7,6,7,8,7,6,7,7,0,0,0,0,loadscreen:MessageLog,,Read Messages,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,790,739,,SFX_UI_Click,,8,9,8,11,8,9,8,10,0,0,0,0,orders:defend,,Defend,,,#ordernum == 3,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,818,739,,SFX_UI_Click,,9,9,9,11,9,9,9,10,0,0,0,0,orders:hold,,Hold,,,#ordernum == 2,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,846,739,,,,10,9,10,11,10,9,10,10,0,0,0,0,orders:stay,,Hold to the Last,,,#ordernum == 1,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,939,739,,SFX_UI_GotoSel,,4,6,4,8,4,6,4,7,0,0,0,0,gotosel,,Go to the Selected Unit,,,,,,,,,
GUI_LVL5_Art_Orders,GFX_BS_Buttons,995,739,,,,5,6,5,8,5,6,5,7,0,0,0,0,loadscreen:Objectives:-1,,Objectives,,,,,,,,,
GUI_LVL5_Art,GFX_Groups,905,673,,SFX_UI_Combat,,1,0,0,0,0,0,0,0,0,0,0,0,setgroup:0,,Combat,,,#groupnum == 0,,,,,,
GUI_LVL5_Art,GFX_Groups,905,711,,SFX_UI_Orders,,1,2,0,2,0,0,0,2,0,0,0,0,setgroup:2,,Orders,,,#groupnum == 2,,,,,,
GUI_LVL5_Art,GFX_Status_Icons,393,656,,,,13,0,13,0,0,0,13,0,0,0,0,0,,,Follow Mode,,#followmode == 1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL5_Art,INHERIT,GUI_LVL5_Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL5_Art,GFX_Flags,0,652,,,,0,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL5_Art,GFX_CS_Portraits_LVL5,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,Ability: $initcur - Command: $leadcur - Control: $loycur - Leadership: $abilcur,normalload,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL5_Art,INHERIT,GUI_LVL5_Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL5_Art,GFX_Flags,0,652,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL5_Art,GFX_US_Portraits_LVL5,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,Ability: $initcur - Command: $leadcur - Control: $loycur - Leadership: $abilcur,normalload,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL4_Art,GFX_MS_Background,343,652,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_LVL4_Art,GFX_MS_Buttons,521,654,,SFX_UI_Click,,-1,-1,0,0,-1,-1,0,0,0,0,0,0,loadscreen:InGameMenu,,Menu,,,,,,,,,
GUI_LVL4_Art,GFX_MS_Buttons,549,654,,SFX_UI_Map,,-1,-1,1,0,-1,-1,1,0,0,0,0,0,loadscreen:Map,,Map,,,,,,,,,
GUI_LVL4_Art,GFX_MS_Buttons,577,654,,SFX_UI_Messenger,,-1,-1,2,0,-1,-1,2,0,0,0,0,0,goto,,Go To Me,,,,,,,,,
GUI_LVL4_Art,GFX_MS_Buttons,605,654,,SFX_UI_Sword,,-1,-1,3,0,-1,-1,3,0,0,0,0,0,loadscreen:OOB:-1,,Order of Battle,,,,,,,,,
GUI_LVL4_Art,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_LVL4_Art,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
